record_id,db_source,author,year,title,doi,reviewer1,reviewer2,reviewer3,exclusion_reason
381,WoS,Mursu,2008,Flavonoid intake and the risk of ischaemic stroke and CVD mortality in middle-aged Finnish men: the Kuopio Ischaemic Heart Disease Risk Factor Study,10.1017/s0007114508945694,exclude,exclude,exclude,Other reason not meeting eligibility criteria
382,WoS,Tornaghi,2023,Exploring the impact of mulberry fruits on metabolic syndrome: A systematic review of current evidence,10.1016/j.phanu.2023.100363,exclude,exclude,exclude,Other reason not meeting eligibility criteria
383,WoS,McCarty,2018,"Ferulic acid may target MyD88-mediated pro-inflammatory signaling - Implications for the health protection afforded by whole grains, anthocyanins, and coffee",10.1016/j.mehy.2018.06.032,exclude,exclude,exclude,Review or non-original article
384,WoS,Bloch,2025,Cardiovascular benefits of standardized Aronia melanocarpa (Michx.) Elliot extract: Insights from a short-term pilot randomized human trial and cell culture studies,10.1016/j.jff.2025.106769,include,include,include,
385,WoS,Huang,2016,Effects of Berries Consumption on Cardiovascular Risk Factors: A Meta-analysis with Trial Sequential Analysis of Randomized Controlled Trials,10.1038/srep23625,include,include,include,
386,WoS,Takashina,2019,Cyanidin Increases the Expression of Mg2+ Transport Carriers Mediated by the Activation of PPARα in Colonic Epithelial MCE301 Cells,10.3390/nu11030641,exclude,exclude,exclude,Animal or in vitro study
387,WoS,Yakut,2025,Cornus mas ameliorates AlCl3-induced Alzheimer's disease in rats with metabolic syndrome by regulating inflammation and oxidative stress,10.1080/1028415x.2025.2460384,exclude,exclude,exclude,Animal or in vitro study
388,WoS,Youdim,2000,Incorporation of the elderberry anthocyanins by endothelial cells increases protection against oxidative stress,10.1016/s0891-5849(00)00329-4,exclude,exclude,exclude,Animal or in vitro study
389,WoS,Tiscornia,2026,"Maqui as a Chilean Functional Food: Antioxidant Bioactivity, Nutritional Value, and Health Applications",10.3390/antiox15020204,exclude,exclude,exclude,Review or non-original article
390,WoS,Bognar,2013,"Antioxidant and Anti-Inflammatory Effects in RAW264.7 Macrophages of Malvidin, a Major Red Wine Polyphenol",10.1371/journal.pone.0065355,exclude,exclude,exclude,Animal or in vitro study
391,WoS,Aloud,2020,Effects of cyanidin 3-O-glucoside and hydrochlorothiazide on T-cell phenotypes and function in spontaneously hypertensive rats,10.1039/d0fo01778g,exclude,exclude,exclude,Animal or in vitro study
392,WoS,García-Cordero,2023,Regular Consumption of Cocoa and Red Berries as a Strategy to Improve Cardiovascular Biomarkers via Modulation of Microbiota Metabolism in Healthy Aging Adults,10.3390/nu15102299,exclude,exclude,exclude,Review or non-original article
393,WoS,Cook,2017,Blackcurrant Alters Physiological Responses and Femoral Artery Diameter during Sustained Isometric Contraction,10.3390/nu9060556,include,include,include,
394,WoS,van Dam,2013,Dietary flavonoids and the development of type 2 diabetes and cardiovascular diseases: review of recent findings,10.1097/mol.0b013e32835bcdff,exclude,exclude,exclude,Review or non-original article
395,WoS,Fragoso-Medina,2023,Single anthocyanins effectiveness modulating inflammation markers in obesity: dosage and matrix composition analysis,10.3389/fnut.2023.1255518,exclude,exclude,exclude,Review or non-original article
396,WoS,Saba,2023,"Phytochemical analysis of Unani herbal formulation ""Niswani tea""",10.5281/zenodo.7939670,exclude,exclude,exclude,Review or non-original article
397,WoS,Milbury,2010,Anthocyanins are Bioavailable in Humans following an Acute Dose of Cranberry Juice,10.3945/jn.109.117168,exclude,exclude,exclude,Review or non-original article
398,WoS,Pap,2021,"Berry polyphenols and human health: evidence of antioxidant, anti-inflammatory, microbiota modulation, and cell-protecting effects",10.1016/j.cofs.2021.06.003,exclude,exclude,exclude,Review or non-original article
399,WoS,Norberto,2013,Blueberry anthocyanins in health promotion: A metabolic overview,10.1016/j.jff.2013.08.015,exclude,exclude,exclude,Review or non-original article
400,WoS,Juraev,2025,In vitro micropropagation for standardizing medicinal plants: a systems-based case study of Hibiscus sabdariffa and Glycyrrhiza glabra,10.1007/s11627-025-10557-x,exclude,exclude,exclude,Review or non-original article
401,WoS,Qin,2018,Cyanidin-3-O-glucoside ameliorates diabetic nephropathy through regulation of glutathione pool,10.1016/j.biopha.2018.04.137,exclude,exclude,exclude,Animal or in vitro study
402,WoS,Saeed,2025,"Bioactive Compounds, Their Mechanisms of Action, and Cardioprotective Effects of Pomegranate (Punica granatum): A Comprehensive Review",10.1002/efd2.70075,exclude,exclude,exclude,Review or non-original article
403,WoS,Xie,2016,Bioavailability of anthocyanins and colonic polyphenol metabolites following consumption of aronia berry extract,10.1016/j.foodchem.2016.05.122,exclude,exclude,exclude,Review or non-original article
404,WoS,Lao,2017,Health Benefits of Purple Corn (Zea mays L.) Phenolic Compounds,10.1111/1541-4337.12249,exclude,exclude,exclude,Review or non-original article
405,WoS,Ochoa-Cruz,2023,Phytochemical Analysis and Biological Activities of Ripe Fruits of Mistletoe (Psittacanthus calyculatus),10.3390/plants12122292,exclude,exclude,exclude,Animal or in vitro study
406,WoS,Fratantonio,2017,Low nanomolar caffeic acid attenuates high glucose-induced endothelial dysfunction in primary human umbilical-vein endothelial cells by affecting NF-B and Nrf2 pathways,10.1002/biof.1312,exclude,exclude,exclude,Animal or in vitro study
407,WoS,Corrêa,2023,Blood orange juice intake changes specific bacteria of gut microbiota associated with cardiometabolic biomarkers,10.3389/fmicb.2023.1199383,include,include,include,
408,WoS,Martins,2020,Grape juice attenuates left ventricular hypertrophy in dyslipidemic mice,10.1371/journal.pone.0238163,exclude,exclude,exclude,Animal or in vitro study
409,WoS,Hansen,2005,"Effect of red wine and red grape extract on blood lipids, haemostatic factors, and other risk factors for cardiovascular disease",10.1038/sj.ejcn.1602107,exclude,include,include,Other reason not meeting eligibility criteria
410,WoS,Jomova,2025,"Flavonoids and their role in oxidative stress, inflammation, and human diseases",10.1016/j.cbi.2025.111489,exclude,exclude,exclude,Review or non-original article
411,WoS,Chalopin,2010,Estrogen Receptor Alpha as a Key Target of Red Wine Polyphenols Action on the Endothelium,10.1371/journal.pone.0008554,exclude,exclude,exclude,Animal or in vitro study
412,WoS,Kuru,2026,Aronia Melanocarpa as a Multifunctional Superberry: From Antioxidant Potential to Therapeutic and Nanotechnological Applications,10.1007/s13668-026-00736-6,exclude,exclude,exclude,Review or non-original article
413,WoS,de Pascual-Teresa,2014,Molecular mechanisms involved in the cardiovascular and neuroprotective effects of anthocyanins,10.1016/j.abb.2014.04.012,exclude,exclude,exclude,Review or non-original article
414,WoS,Mccalla,2024,Physiologic Effects of Hibiscus Sabdariffa (Sorrel) on Biological Systems: Advances in Sorrel Research,10.2174/0122103155273914231206094057,exclude,exclude,exclude,Review or non-original article
415,WoS,Lanzi,2016,Effects of salicylic acid-induced wine rich in anthocyanins on metabolic parameters and adipose insulin signaling in high-fructose fed rats,10.1080/09637486.2016.1207060,exclude,exclude,exclude,Animal or in vitro study
416,WoS,Yamamoto,2011,Inhibitors of Autoactivation of Plasma Hyaluronan-Binding Protein (Factor VII Activating Protease),10.1248/bpb.34.462,exclude,exclude,exclude,Animal or in vitro study
417,WoS,Lyu,2012,Antioxidant activity of cyanidins isolated from Ogapy (Acanthopanax divaricatus var. albeofructus) fruits in U937 macrophages,10.1007/s10068-012-0190-2,exclude,exclude,exclude,Animal or in vitro study
418,WoS,Zúñiga-Hernández,2024,"Targets and Effects of Common Biocompounds of Hibiscus sabdariffa (Delphinidin-3-Sambubiosid, Quercetin, and Hibiscus Acid) in Different Pathways of Human Cells According to a Bioinformatic Assay",10.3390/nu16040566,exclude,exclude,exclude,Other reason not meeting eligibility criteria
419,WoS,Deepa,2023,"A Review of the Role of an Anthocyanin, Cyanidin-3-O-β-glucoside in Obesity-Related Complications",10.3390/plants12223889,exclude,exclude,exclude,Review or non-original article
420,WoS,Cook,2019,Dietary Anthocyanins: A Review of the Exercise Performance Effects and Related Physiological Responses,10.1123/ijsnem.2018-0088,exclude,exclude,exclude,Review or non-original article
421,WoS,Desai,2018,The effects of Montmorency tart cherry juice supplementation and FATMAX exercise on fat oxidation rates and cardio-metabolic markers in healthy humans,10.1007/s00421-018-3978-9,include,include,include,
422,WoS,Festa,2023,Elderberry extract improves molecular markers of endothelial dysfunction linked to atherosclerosis,10.1002/fsn3.3393,exclude,exclude,exclude,Animal or in vitro study
423,WoS,Lee,2026,"Effects of Daily Saskatoon Berry Supplementation on Cardiometabolic Health, Gut Microbiota, and Short-Chain Fatty Acids in Healthy Adults",10.3390/ijms27083644,include,include,include,
424,WoS,Di Pietro,2022,A Novel Combination of High-Load Omega-3 Lysine Complex (AvailOm®) and Anthocyanins Exerts Beneficial Cardiovascular Effects,10.3390/antiox11050896,exclude,exclude,exclude,Animal or in vitro study
425,WoS,Andriambeloson,1998,Natural dietary polyphenolic compounds cause endothelium-dependent vasorelaxation in rat thoracic aorta,10.1093/jn/128.12.2324,exclude,exclude,exclude,Animal or in vitro study
426,WoS,Enoki,2025,Nutritional and functional profiles of aquaponic leaf lettuce across seasons,10.1093/bbb/zbaf051,exclude,exclude,exclude,Animal or in vitro study
427,WoS,Long,2021,Delphinidin-3-sambubioside from Hibiscus sabdariffa. L attenuates hyperlipidemia in high fat diet-induced obese rats and oleic acid-induced steatosis in HepG2 cells,10.1080/21655979.2021.1950259,exclude,exclude,exclude,Animal or in vitro study
428,WoS,Copetti,2022,Fruit-Derived Anthocyanins: Effects on Cycling-Induced Responses and Cycling Performance,10.3390/antiox11020387,exclude,exclude,exclude,Review or non-original article
429,WoS,Uhrin,2018,Vascular smooth muscle cell proliferation as a therapeutic target. Part 2: Natural products inhibiting proliferation,10.1016/j.biotechadv.2018.04.002,exclude,exclude,exclude,Review or non-original article
430,WoS,Simoncini,2011,Estrogen-like effects of wine extracts on nitric oxide synthesis in human endothelial cells,10.1016/j.maturitas.2011.07.004,exclude,exclude,exclude,Animal or in vitro study
431,WoS,Boslett,2017,Luteolinidin Protects the Postischemic Heart through CD38 Inhibition with Preservation of NAD(P)(H),10.1124/jpet.116.239459,exclude,exclude,exclude,Animal or in vitro study
432,WoS,Michicotl-Meneses,2021,Inflammation Markers in Adipose Tissue and Cardiovascular Risk Reduction by Pomegranate Juice in Obesity Induced by a Hypercaloric Diet in Wistar Rats,10.3390/nu13082577,exclude,exclude,exclude,Animal or in vitro study
433,WoS,Essawy,2022,Hybrid solvothermal/sonochemical-mediated synthesis of ZnO NPs generative of •OH radicals: Photoluminescent approach to evaluate •OH scavenging activity of Egyptian and Yemeni Punica granatum arils extract,10.1016/j.ultsonch.2022.106152,exclude,exclude,exclude,Animal or in vitro study
434,WoS,Wagner,1998,"Anatomical, phytochemical and immunochemical studies on Ligaria cuneifolia (R. et P.) Tiegh (Loranthaceae)",10.1076/phbi.36.2.131.4604,exclude,exclude,exclude,Animal or in vitro study
435,WoS,Kasprzak-Drozd,2021,The Efficacy of Black Chokeberry Fruits against Cardiovascular Diseases,10.3390/ijms22126541,exclude,exclude,exclude,Review or non-original article
436,WoS,Zhou,2021,"Antioxidant Food Components for the Prevention and Treatment of Cardiovascular Diseases: Effects, Mechanisms, and Clinical Studies",10.1155/2021/6627355,exclude,exclude,exclude,Review or non-original article
437,WoS,Yunusoglu,2025,"Pharmacological, medicinal and biological properties of flavonoids: A comprehensive review",10.12991/jrespharm.1661054,exclude,exclude,exclude,Review or non-original article
438,WoS,Popovic-Milenkovic,2014,ANTIOXIDANT AND ANXIOLYTIC ACTIVITIES OF CRATAEGUS NIGRA WALD. ET KIT. BERRIES,,exclude,exclude,exclude,Animal or in vitro study
439,WoS,du Preez,2020,Saskatoon Berry Amelanchier alnifolia Regulates Glucose Metabolism and Improves Cardiovascular and Liver Signs of Diet-Induced Metabolic Syndrome in Rats,10.3390/nu12040931,exclude,exclude,exclude,Animal or in vitro study
440,WoS,Oh,2017,Association of Dietary Flavonoid Intake with Prevalence of Type 2 Diabetes Mellitus and Cardiovascular Disease Risk Factors in Korean Women Aged ≥30 Years,,exclude,exclude,exclude,Observational design
441,WoS,Crespo,2017,A Brief Review of Blue- and Bilberries' Potential to Curb Cardio-Metabolic Perturbations: Focus on Diabetes,10.2174/1381612822666161010120523,exclude,exclude,exclude,Review or non-original article
442,WoS,Tan,2021,The Health Effects of Chocolate and Cocoa: A Systematic Review,10.3390/nu13092909,exclude,exclude,exclude,Other reason not meeting eligibility criteria
443,WoS,Szumny,2015,Application of Cornelian Cherry Iridoid-Polyphenolic Fraction and Loganic Acid to Reduce Intraocular Pressure,10.1155/2015/939402,exclude,exclude,exclude,Animal or in vitro study
444,WoS,Kapadia,2010,Prenatal closure of the ductus arteriosus and maternal ingestion of anthocyanins,10.1038/jp.2009.140,exclude,exclude,exclude,Review or non-original article
445,WoS,Merecz-Sadowska,2023,Food Anthocyanins: Malvidin and Its Glycosides as Promising Antioxidant and Anti-Inflammatory Agents with Potential Health Benefits,10.3390/nu15133016,exclude,exclude,exclude,Review or non-original article
446,WoS,Gonçalves,2021,Dietary Effects of Anthocyanins in Human Health: A Comprehensive Review,10.3390/ph14070690,exclude,exclude,exclude,Review or non-original article
447,WoS,Haswell,2021,Potential of Beetroot and Blackcurrant Compounds to Improve Metabolic Syndrome Risk Factors,10.3390/metabo11060338,exclude,exclude,exclude,Review or non-original article
448,WoS,Kuo,2012,Hibiscus sabdariffa L. extracts reduce serum uric acid levels in oxonate-induced rats,10.1016/j.jff.2012.01.007,exclude,exclude,exclude,Animal or in vitro study
449,WoS,Hosseini,2018,Saffron (Crocus sativus) petal as a new pharmacological target: a review,10.22038/ijbms.2018.31243.7529,exclude,exclude,exclude,Review or non-original article
450,WoS,Jia,2026,"Stage-specific harvest of Akebia trifoliata flowers: An integrated multi-omics strategy for optimizing natural colorants, antioxidants and bioactive ingredients",10.1016/j.indcrop.2026.122795,exclude,exclude,exclude,Animal or in vitro study
451,WoS,Sangild,2023,"Effects of Chokeberries (Aronia spp.) on Cytoprotective and Cardiometabolic Markers and Semen Quality in 109 Mildly Hypercholesterolemic Danish Men: A Prospective, Double-Blinded, Randomized, Crossover Trial",10.3390/jcm12010373,include,include,include,
452,WoS,Kelley,2018,A Review of the Health Benefits of Cherries,10.3390/nu10030368,exclude,exclude,exclude,Review or non-original article
453,WoS,Bell,2017,A study of glycaemic effects following acute anthocyanin-rich blueberry supplementation in healthy young adults,10.1039/c7fo00724h,include,include,include,
454,WoS,Kiriyama,2024,Effects of Phenolic Acids Produced from Food-Derived Flavonoids and Amino Acids by the Gut Microbiota on Health and Disease,10.3390/molecules29215102,exclude,exclude,exclude,Review or non-original article
455,WoS,Del Bo',2012,The temporal effect of a wild blueberry (Vaccinium angustifolium)-enriched diet on vasomotor tone in the Sprague-Dawley rat,10.1016/j.numecd.2010.05.004,exclude,exclude,exclude,Animal or in vitro study
456,WoS,Xiao,2026,Red raspberry improves postprandial metabolic indices and cognitive function in older adults who are overweight or have obesity,10.1017/s0007114525105497,include,include,include,
457,WoS,Cassidy,2018,Berry anthocyanin intake and cardiovascular health,10.1016/j.mam.2017.05.002,exclude,exclude,exclude,Review or non-original article
458,WoS,Geraldi,2024,Jaboticaba peel improves postprandial glucose and inflammation: A randomized controlled trial in adults with metabolic syndrome,10.1016/j.nutres.2024.02.008,include,include,include,
459,WoS,Goncagul,2010,Antimicrobial Effect of Garlic (Allium sativum) and Traditional Medicine,,exclude,exclude,exclude,Review or non-original article
460,WoS,Ngamsamer,2022,The Benefits of Anthocyanins against Obesity-Induced Inflammation,10.3390/biom12060852,exclude,exclude,exclude,Review or non-original article
461,WoS,Mousavi,2022,Does strawberry supplementation ameliorate markers of cardiovascular and metabolic health? A systematic review and meta-analysis,10.1108/nfs-10-2021-0295,include,include,include,
462,WoS,Wan,2024,The Effect of Antioxidant Polyphenol Supplementation on Cardiometabolic Risk Factors: A Systematic Review and Meta-Analysis,10.3390/nu16234206,exclude,exclude,exclude,Other reason not meeting eligibility criteria
463,WoS,Wang,2017,Blueberry Anthocyanin-Enriched Extracts Attenuate Fine Particulate Matter (PM2.5)-Induced Cardiovascular Dysfunction,10.1021/acs.jafc.6b04603,exclude,exclude,exclude,Animal or in vitro study
464,WoS,Fernández,1998,"Study of an Argentine Mistletoe, the hemiparasite Ligaria cuneifolia (R. et P.) Tiegh. (Loranthaceae)",10.1016/s0378-8741(98)00030-0,exclude,exclude,exclude,Animal or in vitro study
465,WoS,Moradnia,2024,The power of Punica granatum: A natural remedy for oxidative stress and inflammation; a narrative review,10.1016/j.jep.2024.118243,exclude,exclude,exclude,Review or non-original article
466,WoS,Qi,2023,"Anthocyanins and Proanthocyanidins: Chemical Structures, Food Sources, Bioactivities, and Product Development",10.1080/87559129.2022.2029479,exclude,exclude,exclude,Review or non-original article
467,WoS,Ghosh,2024,"Effects of Vaccinium-derived antioxidants on human health: the past, present and future",10.3389/fmolb.2024.1520661,exclude,exclude,exclude,Review or non-original article
468,WoS,Liu,2023,Relationship between Effect of Dietary Flavonoid Intake and Risk of Preeclampsia: A Research Study,,exclude,exclude,exclude,Other reason not meeting eligibility criteria
469,WoS,Bao,2025,Effect of antioxidants on primary open-angle glaucoma: a systematic review and meta-analysis,10.3389/fphar.2025.1625735,exclude,exclude,exclude,Review or non-original article
470,WoS,Tauil,2024,"Metabolic-Associated Fatty Liver Disease: The Influence of Oxidative Stress, Inflammation, Mitochondrial Dysfunctions, and the Role of Polyphenols",10.3390/ph17101354,exclude,exclude,exclude,Review or non-original article
471,WoS,Shi,2024,Comprehensive Utilization Technology of Aronia melanocarpa,10.3390/molecules29061388,exclude,exclude,exclude,Review or non-original article
472,WoS,Mckay,2007,Cranberries (Vaccinium macrocarpon) and cardiovascular disease risk factors,10.1301/nr.2007.nov.490-502,exclude,exclude,exclude,Review or non-original article
473,WoS,Ranjha,2023,"A comprehensive review on phytochemistry, bioactivity and medicinal value of bioactive compounds of pomegranate (Punica granatum)",10.1007/s13596-021-00566-7,exclude,exclude,exclude,Review or non-original article
474,WoS,Mykkänen,2012,Bilberries potentially alleviate stress-related retinal gene expression induced by a high-fat diet in mice,,exclude,exclude,exclude,Animal or in vitro study
475,WoS,Ndiaye,2023,Consumer responses and willingness-to-pay for hibiscus products: A preliminary study,10.3389/fsufs.2023.1039203,exclude,exclude,exclude,Review or non-original article
476,WoS,Hannum,2004,Potential impact of strawberries on human health: A review of the science,10.1080/10408690490263756,exclude,exclude,exclude,Review or non-original article
477,WoS,Kashi,2019,"The Efficacy of Administering Fruit-Derived Polyphenols to Improve Health Biomarkers, Exercise Performance and Related Physiological Responses",10.3390/nu11102389,exclude,exclude,exclude,Review or non-original article
478,WoS,Pantano,2025,The effect of Greek mountain tea extract and wheat germ extract on peripheral blood flow and eicosanoid metabolism in mammals,10.1515/med-2025-1192,exclude,exclude,exclude,Animal or in vitro study
479,WoS,Zhang,2024,"The Epidemiology of Berry Consumption and Association of Berry Consumption with Diet Quality and Cardiometabolic Risk Factors in United States Adults: The National Health and Nutrition Examination Survey, 2003-2018",10.1016/j.tjnut.2024.01.017,exclude,exclude,exclude,Observational design
480,WoS,Yamashita,2020,Insights into the potential benefits of black soybean (Glycine max L.) polyphenols in lifestyle diseases,10.1039/d0fo01092h,exclude,exclude,exclude,Review or non-original article
481,WoS,Dashti,2022,The antihyperglycemic and hypolipidemic effects of Ribes khorassanicum hydro-ethanolic extract co-administration in type 2 diabetic patients: A randomized double blind placebo controlled trial,10.22038/ajp.2021.51446.2676,include,include,include,
482,WoS,Chen,2026,Urate-lowering effect of delphinidin-3-glucoside in red kidney beans via binding to the FAD site of the XO enzyme,10.1016/j.jare.2025.04.022,exclude,exclude,exclude,Animal or in vitro study
483,WoS,Schell,2019,Raspberries Improve Postprandial Glucose and Acute and Chronic Inflammation in Adults with Type 2 Diabetes,10.1159/000497226,exclude,exclude,exclude,Other reason not meeting eligibility criteria
484,WoS,Prajapati,2026,Unveiling the Nutraceutical Potential of Yam Dioscorea alata L.: A Comprehensive Review,10.1007/s11130-026-01525-w,exclude,exclude,exclude,Review or non-original article
485,WoS,Curtis,2009,Cardiovascular Disease Risk Biomarkers and Liver and Kidney Function Are Not Altered in Postmenopausal Women after Ingesting an Elderberry Extract Rich in Anthocyanins for 12 Weeks,10.3945/jn.109.113126,include,include,include,
486,WoS,Patel,2015,"Cereal bran fortified-functional foods for obesity and diabetes management: Triumphs, hurdles and possibilities",10.1016/j.jff.2015.02.010,exclude,exclude,exclude,Review or non-original article
487,WoS,Dreher,2012,Pistachio nuts: composition and potential health benefits,10.1111/j.1753-4887.2011.00467.x,exclude,exclude,exclude,Review or non-original article
488,WoS,Diantini,2021,Effect of the roselle (Hibiscus sabdariffa L.) calyces drink on the physiological parameters of healthy adult subjects,10.3892/br.2021.1465,include,include,include,
489,WoS,Negrean,2023,Blackthorn-A Valuable Source of Phenolic Antioxidants with Potential Health Benefits,10.3390/molecules28083456,exclude,exclude,exclude,Review or non-original article
490,WoS,Litoiu,2025,An Overview of Buckwheat-A Superfood with Applicability in Human Health and Food Packaging,10.3390/plants14142200,exclude,exclude,exclude,Review or non-original article
491,WoS,Ohguro,2013,Effects of Black Currant Anthocyanins on Intraocular Pressure in Healthy Volunteers and Patients with Glaucoma,10.1089/jop.2012.0071,exclude,exclude,exclude,Other reason not meeting eligibility criteria
492,WoS,Cao,2019,Dietary polyphenols and type 2 diabetes: Human Study and Clinical Trial,10.1080/10408398.2018.1492900,exclude,exclude,exclude,Review or non-original article
493,WoS,Zhang,2025,Fluoride-induced vascular endothelial injury and the protective mechanism of blueberry anthocyanins,10.1016/j.fct.2025.115665,exclude,exclude,exclude,Animal or in vitro study
494,WoS,Sidor,2015,Advanced research on the antioxidant and health benefit of elderberry (Sambucus nigra) in food - a review,10.1016/j.jff.2014.07.012,exclude,exclude,exclude,Review or non-original article
495,WoS,Amini,2018,Effects of pelargonidin-3-O-glucoside and its metabolites on lipopolysaccharide-stimulated cytokine production by THP-1 monocytes and macrophages,10.1016/j.cyto.2017.12.031,exclude,exclude,exclude,Animal or in vitro study
496,WoS,Alam,2021,Potential health benefits of anthocyanins in oxidative stress related disorders,10.1007/s11101-021-09757-1,exclude,exclude,exclude,Review or non-original article
497,WoS,Martín-González,2021,A multifunctional ingredient for the management of metabolic syndrome in cafeteria diet-fed rats,10.1039/d0fo02810j,exclude,exclude,exclude,Animal or in vitro study
498,WoS,Izquierdo-Vega,2020,Organic Acids from Roselle (Hibiscus sabdariffa L.)-A Brief Review of Its Pharmacological Effects,10.3390/biomedicines8050100,exclude,exclude,exclude,Review or non-original article
499,WoS,do Rosario,2021,"Anthocyanins attenuate vascular and inflammatory responses to a high fat high energy meal challenge in overweight older adults: A cross-over, randomized, double-blind clinical trial",10.1016/j.clnu.2020.09.041,include,include,include,
500,WoS,Udani,2011,Effects of Acai (Euterpe oleracea Mart.) berry preparation on metabolic parameters in a healthy overweight population: A pilot study,10.1186/1475-2891-10-45,include,include,include,
501,WoS,Krysa,2022,FT-IR and FT-Raman fingerprints of flavonoids - A review,10.1016/j.foodchem.2022.133430,exclude,exclude,exclude,Review or non-original article
502,WoS,Sanlier,2025,Aronia Berry (Aronia melanocarpa L.) as a Bioactive Treasure: Insights into Its Health-Promoting Effects,10.1016/j.jff.2025.107116,exclude,exclude,exclude,Review or non-original article
503,WoS,George,2026,Black rice and its therapeutic potential: A Southeast Asian perspective on functional phytochemicals,10.1016/j.foohum.2026.101048,exclude,exclude,exclude,Review or non-original article
504,WoS,di Gesso,2015,Flavonoid metabolites reduce tumor necrosis factor- secretion to a greater extent than their precursor compounds in human THP-1 monocytes,10.1002/mnfr.201400799,exclude,exclude,exclude,Animal or in vitro study
505,WoS,Tresserra-Rimbau,2014,Polyphenol intake and mortality risk: a re-analysis of the PREDIMED trial,10.1186/1741-7015-12-77,exclude,exclude,exclude,Other reason not meeting eligibility criteria
506,WoS,Johnson,2012,Comparison of Chemical Composition and Antioxidant Capacity of Commercially Available Blueberry and Blackberry Wines in Illinois,10.1111/j.1750-3841.2011.02505.x,exclude,exclude,exclude,Review or non-original article
507,WoS,Shabir,2024,Bioactive potential of punicalagin: A comprehensive review,10.1016/j.afres.2024.100572,exclude,exclude,exclude,Review or non-original article
508,WoS,Delfin,2025,Studies on Phytochemistry and Antioxidant Capacity of Nine Hibiscus sabdariffa Accessions,10.21273/hortsci18483-25,exclude,exclude,exclude,Review or non-original article
509,WoS,Miraghajani,2020,Blueberry and cardiovascular disease risk factors: A systematic review and meta-analysis of randomized controlled trials,10.1016/j.ctim.2020.102389,include,include,include,
510,WoS,Rahimi,2019,"Betalains, the nature-inspired pigments, in health and diseases",10.1080/10408398.2018.1479830,exclude,exclude,exclude,Review or non-original article
511,WoS,Alba,2019,Tart Cherries and health: Current knowledge and need for a better understanding of the fate of phytochemicals in the human gastrointestinal tract,10.1080/10408398.2017.1384918,exclude,exclude,exclude,Review or non-original article
512,WoS,Ivanova,2014,Improved lipid profile and increased serum antioxidant capacity in healthy volunteers after Sambucus ebulus L. fruit infusion consumption,10.3109/09637486.2014.898256,include,include,include,
513,WoS,Camelo-Méndez,2013,Comparative Study of Anthocyanin and Volatile Compounds Content of Four Varieties of Mexican Roselle (Hibiscus sabdariffa L.) by Multivariable Analysis,10.1007/s11130-013-0360-2,exclude,exclude,exclude,Review or non-original article
514,WoS,Chen,2025,Lactic acid fermentation of Rosa davurica Pall. Jiaosu as a functional food,10.1016/j.fochx.2025.103103,exclude,exclude,exclude,Review or non-original article
515,WoS,Gross,2004,Flavonoids and cardiovascular disease,10.3109/13880200490893483,exclude,exclude,exclude,Review or non-original article
516,WoS,Astorga-Gaxiola,2025,Effect of Traditional Nixtamalization and Extrusion Processes on Bioaccessibility and Antioxidant Activity of Phenolic Compounds in Blue Maize Tortillas During In Vitro Fermentation by Human Colonic Microbiota,10.18633/biotecnia.v27.2520,exclude,exclude,exclude,Animal or in vitro study
517,WoS,Natarajan,2017,Ocular promoting activity of grape polyphenols-A review,10.1016/j.etap.2016.12.004,exclude,exclude,exclude,Review or non-original article
518,WoS,Jawad,2025,"Tart cherry (Prunus cerasus L.): Polyphenols, bioactivity, and bioavailability beyond exercise",10.1016/j.fbio.2025.107612,exclude,exclude,exclude,Review or non-original article
519,WoS,Björk,2016,Effects of selected bioactive food compounds on human white adipocyte function,10.1186/s12986-016-0064-3,exclude,exclude,exclude,Animal or in vitro study
520,WoS,Singh,2026,NtMYB308 Negatively Regulates Anthocyanin and Lignin Biosynthesis and Modulates Fungal Resistance in Nicotiana tabacum,10.1111/pce.70380,exclude,exclude,exclude,Other reason not meeting eligibility criteria
521,WoS,You,2018,Cyanidin-3-glucoside attenuates high-fat and high-fructose diet-induced obesity by promoting the thermogenic capacity of brown adipose tissue,10.1016/j.jff.2017.12.025,exclude,exclude,exclude,Animal or in vitro study
522,WoS,Buda,2024,Vasculo-Protective Effects of Standardized Black Chokeberry Extracts in Mice Aorta,10.3390/ijms252413520,exclude,exclude,exclude,Animal or in vitro study
523,WoS,Puell,2021,The acute effect of cocoa and red-berries on visual acuity and cone-mediated dark adaptation in healthy eyes,10.1016/j.jff.2021.104435,exclude,exclude,exclude,Other reason not meeting eligibility criteria
524,WoS,Tufail,2025,Role of Phytonutrients in the Prevention and Treatment of Chronic Diseases: A Concrete Review,10.1021/acsomega.4c02927,exclude,exclude,exclude,Review or non-original article
525,WoS,Cid-Ortega,2015,"Roselle calyces (Hibiscus sabdariffa), an alternative to the food and beverages industries: a review",10.1007/s13197-015-1800-9,exclude,exclude,exclude,Review or non-original article
526,WoS,Imran,2025,"A panoramic review on phytochemistry, pharmacological potential, health benefits, and versatility of Solanum tuberosum L.",10.15835/nbha53114080,exclude,exclude,exclude,Review or non-original article
527,WoS,Suttisansanee,2021,"Health-promoting bioactivity and in vivo genotoxicity evaluation of a hemiepiphyte fig, Ficus dubia",10.1002/fsn3.2205,exclude,exclude,exclude,Animal or in vitro study
